service_id,date,exception_type
CS_F0-Weekday,20200406,1
CS_F0-Weekday,20200407,1
CS_F0-Weekday,20200408,1
CS_F0-Weekday,20200409,1
CS_F0-Weekday,20200410,1
CS_F0-Weekday,20200413,1
CS_F0-Weekday,20200414,1
CS_F0-Weekday,20200415,1
CS_F0-Weekday,20200416,1
CS_F0-Weekday,20200417,1
CS_F0-Weekday,20200420,1
CS_F0-Weekday,20200421,1
CS_F0-Weekday,20200422,1
CS_F0-Weekday,20200423,1
CS_F0-Weekday,20200424,1
CS_F0-Weekday,20200427,1
CS_F0-Weekday,20200428,1
CS_F0-Weekday,20200429,1
CS_F0-Weekday,20200430,1
CS_F0-Weekday,20200501,1
CS_F0-Weekday,20200504,1
CS_F0-Weekday,20200505,1
CS_F0-Weekday,20200506,1
CS_F0-Weekday,20200507,1
CS_F0-Weekday,20200508,1
CS_F0-Weekday,20200511,1
CS_F0-Weekday,20200512,1
CS_F0-Weekday,20200513,1
CS_F0-Weekday,20200514,1
CS_F0-Weekday,20200515,1
CS_F0-Weekday,20200518,1
CS_F0-Weekday,20200519,1
CS_F0-Weekday,20200520,1
CS_F0-Weekday,20200521,1
CS_F0-Weekday,20200522,1
CS_F0-Weekday,20200525,1
CS_F0-Weekday,20200526,1
CS_F0-Weekday,20200527,1
CS_F0-Weekday,20200528,1
CS_F0-Weekday,20200529,1
CS_F0-Weekday,20200601,1
CS_F0-Weekday,20200602,1
CS_F0-Weekday,20200603,1
CS_F0-Weekday,20200604,1
CS_F0-Weekday,20200605,1
CS_F0-Weekday,20200608,1
CS_F0-Weekday,20200609,1
CS_F0-Weekday,20200610,1
CS_F0-Weekday,20200611,1
CS_F0-Weekday,20200612,1
CS_F0-Weekday,20200615,1
CS_F0-Weekday,20200616,1
CS_F0-Weekday,20200617,1
CS_F0-Weekday,20200618,1
CS_F0-Weekday,20200619,1
CS_F0-Weekday,20200622,1
CS_F0-Weekday,20200623,1
CS_F0-Weekday,20200624,1
CS_F0-Weekday,20200625,1
CS_F0-Weekday,20200626,1
CS_F0-Weekday-BM,20200405,1
CS_F0-Weekday-BM,20200406,1
CS_F0-Weekday-BM,20200407,1
CS_F0-Weekday-BM,20200408,1
CS_F0-Weekday-BM,20200409,1
CS_F0-Weekday-BM,20200412,1
CS_F0-Weekday-BM,20200413,1
CS_F0-Weekday-BM,20200414,1
CS_F0-Weekday-BM,20200415,1
CS_F0-Weekday-BM,20200416,1
CS_F0-Weekday-BM,20200419,1
CS_F0-Weekday-BM,20200420,1
CS_F0-Weekday-BM,20200421,1
CS_F0-Weekday-BM,20200422,1
CS_F0-Weekday-BM,20200423,1
CS_F0-Weekday-BM,20200426,1
CS_F0-Weekday-BM,20200427,1
CS_F0-Weekday-BM,20200428,1
CS_F0-Weekday-BM,20200429,1
CS_F0-Weekday-BM,20200430,1
CS_F0-Weekday-BM,20200503,1
CS_F0-Weekday-BM,20200504,1
CS_F0-Weekday-BM,20200505,1
CS_F0-Weekday-BM,20200506,1
CS_F0-Weekday-BM,20200507,1
CS_F0-Weekday-BM,20200510,1
CS_F0-Weekday-BM,20200511,1
CS_F0-Weekday-BM,20200512,1
CS_F0-Weekday-BM,20200513,1
CS_F0-Weekday-BM,20200514,1
CS_F0-Weekday-BM,20200517,1
CS_F0-Weekday-BM,20200518,1
CS_F0-Weekday-BM,20200519,1
CS_F0-Weekday-BM,20200520,1
CS_F0-Weekday-BM,20200521,1
CS_F0-Weekday-BM,20200524,1
CS_F0-Weekday-BM,20200525,1
CS_F0-Weekday-BM,20200526,1
CS_F0-Weekday-BM,20200527,1
CS_F0-Weekday-BM,20200528,1
CS_F0-Weekday-BM,20200531,1
CS_F0-Weekday-BM,20200601,1
CS_F0-Weekday-BM,20200602,1
CS_F0-Weekday-BM,20200603,1
CS_F0-Weekday-BM,20200604,1
CS_F0-Weekday-BM,20200607,1
CS_F0-Weekday-BM,20200608,1
CS_F0-Weekday-BM,20200609,1
CS_F0-Weekday-BM,20200610,1
CS_F0-Weekday-BM,20200611,1
CS_F0-Weekday-BM,20200614,1
CS_F0-Weekday-BM,20200615,1
CS_F0-Weekday-BM,20200616,1
CS_F0-Weekday-BM,20200617,1
CS_F0-Weekday-BM,20200618,1
CS_F0-Weekday-BM,20200621,1
CS_F0-Weekday-BM,20200622,1
CS_F0-Weekday-BM,20200623,1
CS_F0-Weekday-BM,20200624,1
CS_F0-Weekday-BM,20200625,1
JA_F0-Weekday,20200406,1
JA_F0-Weekday,20200407,1
JA_F0-Weekday,20200408,1
JA_F0-Weekday,20200409,1
JA_F0-Weekday,20200410,1
JA_F0-Weekday,20200413,1
JA_F0-Weekday,20200414,1
JA_F0-Weekday,20200415,1
JA_F0-Weekday,20200416,1
JA_F0-Weekday,20200417,1
JA_F0-Weekday,20200420,1
JA_F0-Weekday,20200421,1
JA_F0-Weekday,20200422,1
JA_F0-Weekday,20200423,1
JA_F0-Weekday,20200424,1
JA_F0-Weekday,20200427,1
JA_F0-Weekday,20200428,1
JA_F0-Weekday,20200429,1
JA_F0-Weekday,20200430,1
JA_F0-Weekday,20200501,1
JA_F0-Weekday,20200504,1
JA_F0-Weekday,20200505,1
JA_F0-Weekday,20200506,1
JA_F0-Weekday,20200507,1
JA_F0-Weekday,20200508,1
JA_F0-Weekday,20200511,1
JA_F0-Weekday,20200512,1
JA_F0-Weekday,20200513,1
JA_F0-Weekday,20200514,1
JA_F0-Weekday,20200515,1
JA_F0-Weekday,20200518,1
JA_F0-Weekday,20200519,1
JA_F0-Weekday,20200520,1
JA_F0-Weekday,20200521,1
JA_F0-Weekday,20200522,1
JA_F0-Weekday,20200525,1
JA_F0-Weekday,20200526,1
JA_F0-Weekday,20200527,1
JA_F0-Weekday,20200528,1
JA_F0-Weekday,20200529,1
JA_F0-Weekday,20200601,1
JA_F0-Weekday,20200602,1
JA_F0-Weekday,20200603,1
JA_F0-Weekday,20200604,1
JA_F0-Weekday,20200605,1
JA_F0-Weekday,20200608,1
JA_F0-Weekday,20200609,1
JA_F0-Weekday,20200610,1
JA_F0-Weekday,20200611,1
JA_F0-Weekday,20200612,1
JA_F0-Weekday,20200615,1
JA_F0-Weekday,20200616,1
JA_F0-Weekday,20200617,1
JA_F0-Weekday,20200618,1
JA_F0-Weekday,20200619,1
JA_F0-Weekday,20200622,1
JA_F0-Weekday,20200623,1
JA_F0-Weekday,20200624,1
JA_F0-Weekday,20200625,1
JA_F0-Weekday,20200626,1
QV_F0-Weekday,20200406,1
QV_F0-Weekday,20200407,1
QV_F0-Weekday,20200408,1
QV_F0-Weekday,20200409,1
QV_F0-Weekday,20200410,1
QV_F0-Weekday,20200413,1
QV_F0-Weekday,20200414,1
QV_F0-Weekday,20200415,1
QV_F0-Weekday,20200416,1
QV_F0-Weekday,20200417,1
QV_F0-Weekday,20200420,1
QV_F0-Weekday,20200421,1
QV_F0-Weekday,20200422,1
QV_F0-Weekday,20200423,1
QV_F0-Weekday,20200424,1
QV_F0-Weekday,20200427,1
QV_F0-Weekday,20200428,1
QV_F0-Weekday,20200429,1
QV_F0-Weekday,20200430,1
QV_F0-Weekday,20200501,1
QV_F0-Weekday,20200504,1
QV_F0-Weekday,20200505,1
QV_F0-Weekday,20200506,1
QV_F0-Weekday,20200507,1
QV_F0-Weekday,20200508,1
QV_F0-Weekday,20200511,1
QV_F0-Weekday,20200512,1
QV_F0-Weekday,20200513,1
QV_F0-Weekday,20200514,1
QV_F0-Weekday,20200515,1
QV_F0-Weekday,20200518,1
QV_F0-Weekday,20200519,1
QV_F0-Weekday,20200520,1
QV_F0-Weekday,20200521,1
QV_F0-Weekday,20200522,1
QV_F0-Weekday,20200525,1
QV_F0-Weekday,20200526,1
QV_F0-Weekday,20200527,1
QV_F0-Weekday,20200528,1
QV_F0-Weekday,20200529,1
